ID_Registro,ID_Lote,ID_Local,Categoria,Producto,Stock_Unidades,Costo_Unitario_USD,Precio_Venta_USD,Fecha_Ingreso,Fecha_Vencimiento,RSL_Dias_Remanentes,Rotacion_Diaria_Promedio,Dias_Para_Agotar_Stock,Condicion_Almacenamiento,Tiempo_Transito_Horas,Costo_Transporte_Unit_USD,Alerta_Sistema_Predictivo,Accion_Control_Interno,Estado_Merma,Unidades_Mermadas,Valor_Merma_USD
REG-015128,LOT-2025-3386,POS-006,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,243,0.26,0.79,2025-02-15,2026-09-10,-8,3.82,63.4,Optima,4.7,0.301,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,243,63.18
REG-015129,LOT-2025-2378,POS-010,Farmacia/Medicamentos,Omeprazol 20mg Cap,47,0.49,1.51,2026-08-17,2027-03-07,170,4.96,9.5,Optima,2.6,0.176,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015130,LOT-2025-5338,POS-002,Consumo Masivo,Leche Entera Larga Vida 1L,151,0.62,0.97,2025-12-25,2026-10-13,25,4.16,36.2,Optima,5.9,0.376,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015131,LOT-2025-4039,POS-025,Agroquímicos,Insecticida Cyper 200 EC 1L,232,4.37,11.09,2026-02-13,2028-04-18,578,7.65,30.3,Optima,2.6,0.174,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015132,LOT-2025-5589,POS-015,Consumo Masivo,Bebida Energizante 500ml,200,0.7,1.49,2026-02-13,2027-01-11,115,14.24,14.0,Optima,4.3,0.278,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015133,LOT-2025-2352,POS-021,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,39,0.24,0.81,2025-06-20,2026-10-31,43,2.04,19.0,Optima,5.3,0.338,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015134,LOT-2025-2907,POS-004,Farmacia/Medicamentos,Omeprazol 20mg Cap,215,0.51,1.51,2026-02-12,2027-01-10,114,4.71,45.6,Optima,2.4,0.164,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015135,LOT-2025-5092,POS-017,Farmacia/Medicamentos,Amoxicilina 500mg Cap,41,0.77,2.17,2025-11-21,2026-12-30,103,4.24,9.6,Optima,2.1,0.149,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015136,LOT-2025-2086,POS-006,Consumo Masivo,Snack Papas Fritas 150g,210,0.42,0.86,2025-08-03,2026-10-21,33,11.68,18.0,Optima,4.6,0.295,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015137,LOT-2025-9797,POS-010,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,168,0.24,0.79,2025-04-26,2026-12-10,83,6.75,24.9,Optima,4.4,0.286,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015138,LOT-2025-6872,POS-008,Consumo Masivo,Snack Papas Fritas 150g,232,0.38,0.85,2025-10-05,2026-09-11,-7,10.86,21.3,Optima,3.8,0.249,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,232,88.16
REG-015139,LOT-2025-6165,POS-021,Farmacia/Medicamentos,Amoxicilina 500mg Cap,125,0.8,2.2,2026-08-06,2027-06-03,258,2.15,57.9,Optima,1.4,0.104,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015140,LOT-2025-2130,POS-024,Consumo Masivo,Bebida Energizante 500ml,247,0.67,1.52,2026-02-10,2026-12-17,90,1.03,237.5,Optima,5.2,0.334,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-015141,LOT-2025-7610,POS-007,Consumo Masivo,Galletas Integrales 200g,179,0.5,1.12,2026-03-15,2026-12-16,89,13.51,13.2,Optima,1.9,0.134,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015142,LOT-2025-9356,POS-009,Farmacia/Medicamentos,Paracetamol 500mg Tab,221,0.15,0.45,2025-04-09,2026-09-05,-13,6.24,35.4,Optima,1.6,0.113,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,221,33.15
REG-015143,LOT-2025-2799,POS-023,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,270,0.26,0.79,2025-06-02,2027-03-17,180,2.65,101.5,Optima,6.1,0.388,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015144,LOT-2025-1943,POS-010,Agroquímicos,Mancozeb 80% WP 1Kg,206,2.81,6.23,2025-08-25,2026-09-15,-3,10.41,19.8,Optima,1.0,0.082,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,206,578.86
REG-015145,LOT-2025-5331,POS-016,Agroquímicos,Fertilizante Foliar 1L,112,2.12,5.01,2025-11-14,2027-07-01,286,4.67,23.9,Optima,4.8,0.308,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015146,LOT-2025-5045,POS-016,Agroquímicos,Mancozeb 80% WP 1Kg,270,2.82,6.15,2025-04-06,2026-10-19,31,9.54,28.3,Desviación Menor,2.9,0.194,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015147,LOT-2025-8333,POS-006,Farmacia/Medicamentos,Paracetamol 500mg Tab,45,0.15,0.44,2025-04-01,2026-12-14,87,13.95,3.2,Optima,2.4,0.164,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015148,LOT-2025-7506,POS-019,Farmacia/Medicamentos,Omeprazol 20mg Cap,291,0.49,1.5,2025-05-31,2026-12-30,103,8.84,32.9,Optima,5.9,0.372,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015149,LOT-2025-4440,POS-013,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,175,0.25,0.81,2025-05-24,2026-12-15,88,10.15,17.2,Optima,0.9,0.077,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015150,LOT-2025-5528,POS-014,Farmacia/Medicamentos,Amoxicilina 500mg Cap,276,0.79,2.18,2026-02-20,2026-10-15,27,9.24,29.8,Desviación Menor,5.9,0.374,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-015151,LOT-2025-6347,POS-002,Agroquímicos,Insecticida Cyper 200 EC 1L,87,4.35,11.05,2025-04-18,2026-09-30,12,6.43,13.5,Optima,5.7,0.359,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015152,LOT-2025-1468,POS-025,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,128,0.26,0.79,2025-12-30,2027-01-04,108,9.5,13.5,Optima,6.1,0.388,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015153,LOT-2025-4844,POS-020,Farmacia/Medicamentos,Amoxicilina 500mg Cap,189,0.8,2.18,2025-06-24,2026-11-29,72,10.77,17.5,Desviación Menor,1.4,0.103,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015154,LOT-2025-6588,POS-017,Consumo Masivo,Leche Entera Larga Vida 1L,103,0.67,0.96,2026-05-28,2026-11-04,47,2.25,45.6,Optima,1.4,0.107,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015155,LOT-2025-9088,POS-017,Consumo Masivo,Galletas Integrales 200g,112,0.52,1.1,2026-04-18,2026-11-22,65,0.26,414.8,Optima,1.9,0.134,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015156,LOT-2025-1452,POS-018,Consumo Masivo,Galletas Integrales 200g,65,0.51,1.09,2026-02-06,2026-09-26,8,2.23,29.0,Optima,4.8,0.311,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-015157,LOT-2025-5445,POS-013,Consumo Masivo,Galletas Integrales 200g,41,0.48,1.09,2026-04-22,2026-09-24,6,14.4,2.8,Optima,5.8,0.365,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015158,LOT-2025-2551,POS-009,Farmacia/Medicamentos,Amoxicilina 500mg Cap,161,0.77,2.23,2026-07-16,2027-01-21,125,4.12,39.0,Desviación Menor,2.5,0.168,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015159,LOT-2025-5596,POS-019,Farmacia/Medicamentos,Amoxicilina 500mg Cap,192,0.78,2.23,2025-02-27,2026-12-14,87,3.58,53.5,Optima,5.5,0.35,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015160,LOT-2025-6021,POS-002,Agroquímicos,Glifosato 480 SL 1L,217,3.58,8.33,2025-03-13,2027-04-21,215,13.11,16.5,Optima,3.3,0.216,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015161,LOT-2025-6216,POS-005,Farmacia/Medicamentos,Vitamina C 1000mg Comp,55,0.35,1.12,2026-04-20,2026-12-02,75,11.19,4.9,Optima,2.9,0.191,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015162,LOT-2025-5426,POS-007,Farmacia/Medicamentos,Amoxicilina 500mg Cap,104,0.8,2.24,2026-07-13,2026-10-21,33,12.29,8.5,Optima,3.1,0.206,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015163,LOT-2025-8567,POS-013,Consumo Masivo,Leche Entera Larga Vida 1L,133,0.66,0.94,2026-06-18,2026-09-06,-12,13.94,9.5,Optima,3.5,0.23,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,133,87.78
REG-015164,LOT-2025-7543,POS-017,Agroquímicos,Mancozeb 80% WP 1Kg,110,2.78,6.32,2025-12-18,2027-05-24,248,3.6,30.5,Optima,4.1,0.265,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015165,LOT-2025-1353,POS-023,Agroquímicos,Insecticida Cyper 200 EC 1L,261,4.4,11.01,2025-06-13,2027-04-13,207,7.88,33.1,Optima,4.2,0.275,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015166,LOT-2025-3261,POS-002,Consumo Masivo,Snack Papas Fritas 150g,22,0.4,0.84,2025-12-12,2026-09-14,-4,14.85,1.5,Optima,1.9,0.134,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,22,8.8
REG-015167,LOT-2025-5844,POS-004,Farmacia/Medicamentos,Vitamina C 1000mg Comp,187,0.36,1.09,2026-01-08,2027-04-28,222,6.02,31.0,Optima,2.1,0.146,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015168,LOT-2025-6963,POS-023,Agroquímicos,Fertilizante Foliar 1L,154,2.01,5.03,2025-10-18,2027-05-08,232,10.69,14.4,Optima,1.4,0.103,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015169,LOT-2025-1267,POS-017,Farmacia/Medicamentos,Vitamina C 1000mg Comp,28,0.35,1.08,2026-03-04,2027-01-14,118,6.01,4.7,Desviación Menor,3.5,0.227,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015170,LOT-2025-8371,POS-020,Consumo Masivo,Leche Entera Larga Vida 1L,73,0.63,0.94,2025-03-03,2026-09-30,12,13.57,5.4,Optima,4.7,0.299,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-015171,LOT-2025-7919,POS-024,Farmacia/Medicamentos,Paracetamol 500mg Tab,33,0.15,0.44,2025-08-09,2026-10-24,36,14.63,2.3,Desviación Menor,4.3,0.277,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015172,LOT-2025-3554,POS-021,Consumo Masivo,Galletas Integrales 200g,119,0.5,1.11,2025-01-15,2026-10-23,35,9.28,12.8,Optima,4.3,0.28,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015173,LOT-2025-3099,POS-021,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,185,0.26,0.81,2026-08-20,2028-03-28,557,2.89,63.8,Optima,2.7,0.182,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015174,LOT-2025-5922,POS-025,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,206,0.24,0.8,2025-05-31,2027-02-23,158,6.56,31.4,Optima,5.4,0.343,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015175,LOT-2025-5938,POS-016,Consumo Masivo,Leche Entera Larga Vida 1L,26,0.67,0.95,2025-08-20,2026-09-11,-7,2.51,10.3,Optima,5.2,0.332,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,26,17.42
REG-015176,LOT-2025-1128,POS-003,Consumo Masivo,Bebida Energizante 500ml,113,0.69,1.52,2025-12-02,2026-10-11,23,11.15,10.1,Optima,3.4,0.223,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015177,LOT-2025-4530,POS-025,Farmacia/Medicamentos,Paracetamol 500mg Tab,202,0.15,0.45,2025-08-30,2026-11-04,47,11.75,17.2,Optima,5.5,0.353,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015178,LOT-2025-8331,POS-019,Farmacia/Medicamentos,Vitamina C 1000mg Comp,204,0.35,1.12,2025-06-07,2026-12-09,82,11.51,17.7,Optima,3.0,0.198,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015179,LOT-2025-8397,POS-021,Consumo Masivo,Galletas Integrales 200g,27,0.48,1.09,2025-07-10,2026-10-01,13,14.29,1.9,Optima,4.7,0.299,Riesgo Inminente: Descuento / Remate,Sin Acción,Sin Merma,0,0.0
REG-015180,LOT-2025-1141,POS-007,Consumo Masivo,Bebida Energizante 500ml,293,0.71,1.49,2025-04-12,2027-01-09,113,5.59,52.3,Optima,3.4,0.223,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015181,LOT-2025-8477,POS-015,Consumo Masivo,Leche Entera Larga Vida 1L,166,0.66,0.95,2025-04-25,2026-11-11,54,10.96,15.1,Optima,6.1,0.386,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015182,LOT-2025-1872,POS-019,Farmacia/Medicamentos,Omeprazol 20mg Cap,8,0.52,1.49,2026-06-04,2027-01-23,127,13.0,0.6,Optima,6.0,0.377,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015183,LOT-2025-3265,POS-007,Consumo Masivo,Bebida Energizante 500ml,263,0.73,1.47,2025-07-25,2026-09-17,-1,13.61,19.3,Optima,3.3,0.216,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,263,191.99
REG-015184,LOT-2025-9516,POS-004,Consumo Masivo,Bebida Energizante 500ml,96,0.73,1.52,2025-04-02,2026-11-01,44,13.6,7.1,Desviación Menor,1.0,0.079,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015185,LOT-2025-8089,POS-023,Agroquímicos,Glifosato 480 SL 1L,192,3.55,8.59,2025-12-17,2026-10-29,41,7.19,26.7,Desviación Menor,5.2,0.329,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015186,LOT-2025-3659,POS-014,Farmacia/Medicamentos,Omeprazol 20mg Cap,166,0.5,1.47,2025-05-11,2026-09-28,10,2.33,70.9,Desviación Menor,1.9,0.133,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-015187,LOT-2025-5402,POS-016,Consumo Masivo,Bebida Energizante 500ml,170,0.67,1.52,2025-05-03,2026-09-08,-10,6.28,27.0,Optima,2.5,0.173,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,170,113.9
REG-015188,LOT-2025-1634,POS-019,Agroquímicos,Fertilizante Foliar 1L,102,2.14,5.01,2025-08-01,2027-07-21,306,5.86,17.4,Optima,2.6,0.179,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015189,LOT-2025-9005,POS-025,Agroquímicos,Glifosato 480 SL 1L,27,3.61,8.64,2026-02-15,2026-10-07,19,1.75,15.3,Optima,4.7,0.304,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015190,LOT-2025-4717,POS-003,Consumo Masivo,Snack Papas Fritas 150g,231,0.41,0.86,2025-08-20,2026-10-02,14,5.53,41.7,Optima,4.2,0.275,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,170,69.7
REG-015191,LOT-2025-4392,POS-012,Agroquímicos,Glifosato 480 SL 1L,158,3.47,8.51,2026-04-25,2028-06-06,627,2.0,78.6,Optima,5.5,0.352,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015192,LOT-2025-8702,POS-001,Farmacia/Medicamentos,Paracetamol 500mg Tab,225,0.15,0.44,2025-05-11,2027-02-24,159,3.8,59.1,Optima,4.7,0.302,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015193,LOT-2025-5815,POS-023,Agroquímicos,Insecticida Cyper 200 EC 1L,50,4.02,11.1,2025-12-02,2027-07-05,290,10.85,4.6,Desviación Menor,5.2,0.332,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015194,LOT-2025-5651,POS-016,Farmacia/Medicamentos,Paracetamol 500mg Tab,277,0.15,0.45,2025-09-23,2026-10-02,14,5.99,46.2,Optima,3.2,0.21,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,245,36.75
REG-015195,LOT-2025-6456,POS-018,Farmacia/Medicamentos,Omeprazol 20mg Cap,244,0.52,1.48,2026-04-28,2027-09-26,373,2.2,110.4,Desviación Menor,4.0,0.26,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015196,LOT-2025-6998,POS-009,Agroquímicos,Glifosato 480 SL 1L,299,3.57,8.58,2025-03-19,2027-07-15,300,3.99,74.8,Optima,3.0,0.198,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015197,LOT-2025-1473,POS-012,Farmacia/Medicamentos,Amoxicilina 500mg Cap,169,0.8,2.23,2025-06-06,2026-11-19,62,13.69,12.3,Optima,5.2,0.332,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015198,LOT-2025-8902,POS-001,Agroquímicos,Mancozeb 80% WP 1Kg,127,2.75,6.19,2026-01-04,2027-11-05,413,11.81,10.7,Optima,1.1,0.088,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015199,LOT-2025-9001,POS-006,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,101,0.26,0.8,2025-05-04,2026-09-09,-9,14.67,6.9,Desviación Menor,5.1,0.328,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,101,26.26
REG-015200,LOT-2025-3405,POS-015,Farmacia/Medicamentos,Amoxicilina 500mg Cap,226,0.8,2.16,2025-04-30,2026-10-12,24,2.4,93.8,Optima,3.2,0.215,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015201,LOT-2025-8496,POS-004,Farmacia/Medicamentos,Omeprazol 20mg Cap,71,0.5,1.48,2025-12-12,2027-03-19,182,1.92,36.8,Optima,2.9,0.191,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015202,LOT-2025-9402,POS-015,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,70,0.25,0.8,2025-05-26,2027-03-13,176,14.05,5.0,Optima,1.6,0.116,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015203,LOT-2025-1706,POS-023,Farmacia/Medicamentos,Omeprazol 20mg Cap,150,0.48,1.49,2025-02-26,2026-10-08,20,8.52,17.6,Optima,3.0,0.201,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015204,LOT-2025-7803,POS-017,Consumo Masivo,Galletas Integrales 200g,276,0.5,1.08,2025-11-18,2026-10-21,33,12.09,22.8,Optima,3.2,0.215,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015205,LOT-2025-1313,POS-002,Farmacia/Medicamentos,Amoxicilina 500mg Cap,139,0.8,2.22,2025-03-10,2026-10-29,41,3.94,35.2,Optima,3.3,0.22,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015206,LOT-2025-4133,POS-005,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,246,0.25,0.8,2025-01-06,2027-01-13,117,3.84,63.9,Optima,5.2,0.331,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015207,LOT-2025-5398,POS-009,Farmacia/Medicamentos,Paracetamol 500mg Tab,204,0.16,0.45,2025-12-09,2027-09-30,377,2.94,69.2,Optima,2.5,0.173,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015208,LOT-2025-8731,POS-019,Farmacia/Medicamentos,Vitamina C 1000mg Comp,89,0.34,1.11,2026-03-01,2028-01-27,496,7.8,11.4,Optima,6.0,0.379,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015209,LOT-2025-6506,POS-016,Agroquímicos,Glifosato 480 SL 1L,292,3.58,8.63,2025-05-26,2027-10-20,397,10.67,27.3,Desviación Menor,3.9,0.253,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015210,LOT-2025-1005,POS-017,Consumo Masivo,Leche Entera Larga Vida 1L,85,0.66,0.97,2025-11-17,2026-12-19,92,6.09,13.9,Optima,4.0,0.262,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015211,LOT-2025-8872,POS-010,Consumo Masivo,Bebida Energizante 500ml,293,0.67,1.53,2026-08-18,2027-01-11,115,13.4,21.8,Desviación Menor,5.5,0.347,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015212,LOT-2025-2715,POS-015,Agroquímicos,Fertilizante Foliar 1L,249,2.16,5.02,2025-05-01,2026-11-16,59,1.09,226.4,Optima,1.2,0.093,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-015213,LOT-2025-2161,POS-006,Agroquímicos,Fertilizante Foliar 1L,78,2.1,5.0,2026-07-18,2029-05-01,956,0.5,152.9,Optima,0.8,0.065,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015214,LOT-2025-2179,POS-001,Agroquímicos,Glifosato 480 SL 1L,273,3.39,8.37,2025-07-23,2027-12-07,445,13.95,19.6,Optima,4.3,0.277,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015215,LOT-2025-2342,POS-010,Agroquímicos,Mancozeb 80% WP 1Kg,143,2.73,6.16,2025-07-08,2027-01-02,106,13.23,10.8,Optima,0.2,0.035,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015216,LOT-2025-2508,POS-005,Farmacia/Medicamentos,Vitamina C 1000mg Comp,187,0.34,1.08,2026-06-24,2027-07-03,288,7.79,24.0,Optima,0.7,0.064,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015217,LOT-2025-4493,POS-015,Consumo Masivo,Snack Papas Fritas 150g,54,0.41,0.86,2025-10-16,2027-01-03,107,5.95,9.1,Optima,1.5,0.108,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015218,LOT-2025-3873,POS-003,Farmacia/Medicamentos,Amoxicilina 500mg Cap,176,0.84,2.18,2026-05-25,2026-10-23,35,10.03,17.5,Optima,2.4,0.161,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015219,LOT-2025-1880,POS-016,Consumo Masivo,Bebida Energizante 500ml,107,0.71,1.52,2026-05-12,2026-10-03,15,14.41,7.4,Optima,6.0,0.383,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-015220,LOT-2025-5329,POS-020,Consumo Masivo,Galletas Integrales 200g,285,0.52,1.09,2025-01-20,2026-12-31,104,8.22,34.6,Optima,0.8,0.068,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015221,LOT-2025-2520,POS-009,Agroquímicos,Insecticida Cyper 200 EC 1L,172,4.35,11.22,2026-08-17,2027-10-18,395,2.43,70.5,Optima,6.0,0.377,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015222,LOT-2025-6624,POS-017,Consumo Masivo,Galletas Integrales 200g,213,0.52,1.08,2025-04-08,2026-11-11,54,8.07,26.4,Optima,1.0,0.08,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015223,LOT-2025-9915,POS-024,Farmacia/Medicamentos,Paracetamol 500mg Tab,191,0.15,0.45,2025-06-09,2026-12-11,84,6.94,27.5,Optima,4.4,0.286,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015224,LOT-2025-5561,POS-006,Farmacia/Medicamentos,Paracetamol 500mg Tab,135,0.16,0.45,2025-07-10,2026-10-01,13,3.12,43.1,Desviación Menor,3.3,0.218,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-015225,LOT-2025-2163,POS-015,Agroquímicos,Mancozeb 80% WP 1Kg,144,2.84,6.11,2025-06-02,2026-12-01,74,7.11,20.2,Optima,1.9,0.133,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015226,LOT-2025-7964,POS-023,Farmacia/Medicamentos,Paracetamol 500mg Tab,132,0.14,0.45,2025-07-02,2026-12-07,80,8.01,16.5,Optima,1.9,0.136,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015227,LOT-2025-2472,POS-013,Consumo Masivo,Galletas Integrales 200g,61,0.52,1.09,2026-02-19,2026-08-25,-24,12.15,5.0,Optima,4.9,0.312,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,61,31.72
REG-015228,LOT-2025-8222,POS-022,Farmacia/Medicamentos,Omeprazol 20mg Cap,251,0.51,1.5,2026-01-07,2027-05-28,252,3.76,66.6,Optima,4.6,0.295,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015229,LOT-2025-8782,POS-004,Farmacia/Medicamentos,Omeprazol 20mg Cap,147,0.5,1.5,2026-03-23,2026-09-07,-11,11.79,12.5,Desviación Menor,3.4,0.224,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,147,73.5
REG-015230,LOT-2025-1578,POS-013,Consumo Masivo,Galletas Integrales 200g,66,0.51,1.12,2025-07-16,2026-11-22,65,14.25,4.6,Desviación Menor,4.5,0.287,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-015231,LOT-2025-4549,POS-016,Agroquímicos,Insecticida Cyper 200 EC 1L,269,4.14,10.98,2026-01-28,2028-02-18,518,4.62,58.1,Optima,0.9,0.077,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
